airline_stance,airline,text
0,Virgin America,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.
2,Virgin America,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!
2,Virgin America,"@VirginAmerica I mean. Probably inappropriate while on board.. But
2,Virgin America,'@VirginAmerica happy to spend the day together. Let''s do this!'
1,Virgin America,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9
1,Virgin America,@VirginAmerica missed my flight. How does standby work?
2,Virgin America,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps
1,Virgin America,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS
2,Virgin America,@VirginAmerica thank you! I absolutely will 😎
0,Virgin America,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD
1,Virgin America,'@VirginAmerica are you ready!? Let''s say it together.. ''Noooo turbulence today!'' 😘'
0,Virgin America,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg
0,Virgin America,'"@VirginAmerica can''t check in'
1,Virgin America,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund
1,Virgin America,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel
0,Virgin America,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW
0,Virgin America,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?
1,Virgin America,'@VirginAmerica add DTW and I''m sold!'
2,Virgin America,@VirginAmerica How about some free drinks on the flight back for the free promo?
2,Virgin America,@VirginAmerica @SSal thanks!
1,Virgin America,@VirginAmerica momma I made it! 😁😁😁
1,Virgin America,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.
1,Virgin America,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!
1,Virgin America,'@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She''s a keeper!!! Holla!!! http://t.co/JlOIbLnair'
0,Virgin America,'"@VirginAmerica my luggage is gone. I''ve filed my paperwork'
1,Virgin America,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks
2,Virgin America,@VirginAmerica Thanks!
2,Virgin America,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel
2,Virgin America,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef
0,Virgin America,'@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven''t heard back. How do I get help with this?'
0,Virgin America,'"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don''t worry'
1,Virgin America,"@VirginAmerica Many Thanks for the Follow.
1,Virgin America,"@VirginAmerica Nice
0,Virgin America,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥
1,Virgin America,@VirginAmerica is my new go to airline
1,Virgin America,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
2,Virgin America,"@VirginAmerica I adore you
2,Virgin America,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.
1,Virgin America,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica
0,Virgin America,@VirginAmerica trying to check-in...but looks like your site is down?
0,Virgin America,"@VirginAmerica spending my birthday night with you
0,Virgin America,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.
2,Virgin America,"@VirginAmerica first time flying Virgin
0,Virgin America,"@VirginAmerica seriously
0,Virgin America,'@VirginAmerica It''s fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3'
0,Virgin America,"@virginamerica not really the experience I was hoping 4
0,Virgin America,"@VirginAmerica
1,Virgin America,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21
0,Virgin America,"@VirginAmerica I spoke with a representative that offered no solution
0,Virgin America,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email
0,Virgin America,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May
1,Virgin America,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo
1,Virgin America,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa
2,Virgin America,"@VirginAmerica just promoting the product is all
2,Virgin America,"@VirginAmerica love you guys
1,Virgin America,@VirginAmerica i would like help with some flights please.
1,Virgin America,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”
2,Virgin America,'@VirginAmerica of course! I work for @VirginAtlantic and I''m obsessed with the entire Virgin family!!'
2,Virgin America,@VirginAmerica ok! first time flying with you tonight :)
1,Virgin America,@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!
1,Virgin America,"@VirginAmerica Done
0,Virgin America,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
0,Virgin America,@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.
0,Virgin America,@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.
2,Virgin America,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉
0,Virgin America,'@VirginAmerica your Avis rental continue button doesn''t work on your website to book car. Tried 4 times on phone.  This sucks!'
0,Virgin America,@VirginAmerica delayed to10.30!!
0,Virgin America,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?
1,Virgin America,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
2,Virgin America,“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!
2,Virgin America,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys
0,Virgin America,@VirginAmerica Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank
1,Virgin America,"@VirginAmerica I just did
2,Virgin America,'"@VirginAmerica For my Grandma Ella''s 80th'
2,Virgin America,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER
1,Virgin America,"@VirginAmerica Anytime
2,Virgin America,'@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That''s a Wow moment! Unexpected gesture!'
1,Virgin America,@VirginAmerica I need a receipt for a flight change. Can you send one?
0,Virgin America,"@VirginAmerica
2,Virgin America,@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd
2,Virgin America,'@VirginAmerica that doesn''t look to fat to me! It looks yummy!'
1,Virgin America,"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.
1,Virgin America,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6
1,Virgin America,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE
1,Virgin America,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE
1,Virgin America,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE
2,Virgin America,@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️
2,Virgin America,@VirginAmerica Your planes are really pretty. Just thought u should know that. :)
1,Virgin America,@VirginAmerica when are you flying to hawaii
0,Virgin America,'@VirginAmerica I''m pulling my hair out trying to book a flight with u. Your site doesn''t work on iPhone or iPad.don''t have a computer #help'
2,Virgin America,@VirginAmerica thank you
0,Virgin America,'@VirginAmerica Can I get some help with a support ticket? It''s been 15 days.... Incident: 150202-000419 Thank you!'
2,Virgin America,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI
0,Virgin America,@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!
0,Virgin America,@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!
1,Virgin America,.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…
2,Virgin America,"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA
1,Virgin America,"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
1,Virgin America,'@VirginAmerica Really? Sprint? I thought you guys were ''kewl''! 0_0'
2,Virgin America,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!
1,Virgin America,@VirginAmerica you should have 39 dollar LAX-Las fares!!!
2,Virgin America,@VirginAmerica great. Well deserved.
0,Virgin America,'@VirginAmerica FYI the info@virginamerica.com email address you say to contact in password reset emails doesn''t exist. Emails bounce.'
0,Virgin America,@VirginAmerica Status match - 2 weeks have gone by and no news.Flt next week - hope flt will count towards requirement.  Cust Svc no help!!!
0,Virgin America,@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.
1,Virgin America,@VirginAmerica You should still develop an app - then you will be my favorite airline.
0,Virgin America,@VirginAmerica all crap channels which is why I pay to watch UK tv
2,Virgin America,@VirginAmerica got it. All set - Thanks!
1,Virgin America,'@VirginAmerica no A''s channel this year?'
1,Virgin America,@VirginAmerica Only thing I see on passbook is Virgin Mobile Mexico. How do I integrate?
2,Virgin America,@VirginAmerica Giants and Virgin America. A match made in heaven.
2,Virgin America,"@VirginAmerica thank goodness!! Also
0,Virgin America,'@VirginAmerica how come you don''t have an iPhone app? Still using and making me waste paper.'
0,Virgin America,@VirginAmerica Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname. #apostrophefail
0,Virgin America,@VirginAmerica When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(
1,Virgin America,@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A
2,Virgin America,'@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I''m not a caffeine drinker'
2,Virgin America,'@VirginAmerica thank you! See y''all soon! I''m excited to see the expansion of destinations. Spread those wings!'
1,Virgin America,"@VirginAmerica announces new nonstop connecting @AUStinAirport &amp; @DallasLoveField
1,Virgin America,@VirginAmerica adds Austin-Dallas Love Field route. http://t.co/XWJoL55FLH http://t.co/Y8AOrMfkaC
0,Virgin America,@VirginAmerica sad to learn you no longer fly SFO &gt; PHL. Hope it returns!
1,Virgin America,"@VirginAmerica - can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so
